Time(s);pressure(Pa);altitude(m);alt_filtered(m);velocity(m/s)
60.623;114580;3111.291137097572;3112.6949691254963;-5.710787093594182
60.723;114600;3109.9220733778425;3112.123890416137;-6.021033210863521
60.823;114600;3109.9220733778425;3111.5217870950505;-4.374536690224824
60.923;114600;3109.9220733778425;3111.084333426028;-4.114139513312635
61.023;114610;3109.2376140645024;3110.6729194746968;-5.79645669351554
61.123;114630;3107.868840492694;3110.0932738053452;-7.954121533698413
61.223;114650;3106.5002602764935;3109.2978616519754;-7.650249997877728
61.323;114650;3106.5002602764935;3108.5328366521876;-7.429210114810197
61.423;114670;3105.131873354873;3107.7899156407066;-5.397637097903422
61.523;114650;3106.5002602764935;3107.250151930916;-3.92161290236822
61.623;114670;3105.131873354873;3106.8579906406794;-5.655586681768829
61.723;114680;3104.4477523604655;3106.2924319725025;-2.989869090397363
61.923;114690;3103.7636796668235;3105.694458154423;-6.153580157140627
62.024;114700;3103.0796552663287;3105.072946558552;-2.4485357058380486
62.323;114720;3101.7117513143053;3104.3408343825063;-7.189424094935828
62.423;114720;3101.7117513143053;3103.6218919730127;-6.097507172488868
62.524;114730;3101.0278717475444;3103.0060437485913;-5.464100147234944
62.623;114730;3101.0278717475444;3102.465097834015;-3.9302021229013357
62.723;114730;3101.0278717475444;3102.072077621725;-1.8824421991530538
63.123;114780;3097.609197701765;3101.3191007420637;-11.07967117716255
63.223;114790;3096.9256075969547;3100.2111336243474;-8.984516416230562
63.323;114790;3096.9256075969547;3099.3126819827244;-6.5276332699567305
63.423;114790;3096.9256075969547;3098.6599186557287;-5.677201361008803
63.523;114800;3096.2420657091834;3098.092198519628;-3.4641625201152975
63.723;114820;3094.8751265543565;3097.3993660156048;-7.837121883680882
63.823;114830;3094.1917292721037;3096.6156538272367;-7.56273739238157
63.923;114840;3093.5083801765036;3095.8593800879985;-2.4544178769414056
64.223;114850;3092.8250792599524;3095.123054724916;-6.283985613540965
64.323;114850;3092.8250792599524;3094.494656163562;-7.367993768493133
64.423;114880;3090.7754655087265;3093.7578567867126;-8.074823558186313
64.524;114880;3090.7754655087265;3092.942299607336;-6.928661676724514
64.623;114890;3090.092357232495;3092.25636210134;-2.9064180159821538
64.923;114920;3088.0433212201824;3091.3844366965454;-8.121506973881528
65.024;114910;3088.7262850958073;3090.5641644921834;-3.464004267794339
65.223;114930;3087.360405462933;3089.8748276428923;-8.743162160708877
65.323;114950;3085.994718273258;3089.0005114268215;-8.219565971120781
65.423;114950;3085.994718273258;3088.1785548297094;-1.9906214132546247
65.723;114950;3085.994718273258;3087.581368405733;-4.338813341664965
65.823;114950;3085.994718273258;3087.1474870715665;-2.295372344636451
66.123;114990;3083.2639209811737;3086.4588753681755;-8.736841498076089
66.223;114990;3083.2639209811737;3085.585191218368;-6.347686908793909
66.323;114990;3083.2639209811737;3084.9504225274886;-7.4115128711212535
66.423;115020;3081.2163277250784;3084.2092712403764;-7.251277251298646
66.523;115010;3081.8988107576683;3083.4841435152466;-5.268361305424611
66.623;115020;3081.2163277250784;3082.957307384704;-7.559896149050903
66.723;115050;3079.169166853238;3082.201317769799;-5.492586059590707
66.823;115020;3081.2163277250784;3081.65205916384;-3.0576439706644245
66.923;115040;3079.85150578042;3081.3462947667736;-4.047140766069464
67.024;115040;3079.85150578042;3080.9375335494005;-1.9132668083929365
67.423;115090;3076.4402912692494;3080.1741400928518;-11.143113808853466
67.523;115100;3075.758192366683;3079.0598287119665;-9.028571284269814
67.623;115100;3075.758192366683;3078.1569715835394;-2.49740020243434
67.923;115110;3075.0761414464046;3077.407751522809;-5.052772265453242
68.123;115150;3072.3484174372556;3076.3971970697185;-10.139393146560572
68.223;115140;3073.030276503822;3075.3832577550625;-5.50204019881707
68.323;115130;3073.7121835225116;3074.833053735181;-2.930997603609698
68.523;115160;3071.6666063152675;3074.246854214459;-6.123648947331663
68.623;115150;3072.3484174372556;3073.6344893197256;-4.449091386814215
68.723;115160;3071.6666063152675;3073.189580181044;-1.315492902363846
69.323;115200;3068.939841122495;3072.400284439626;-11.326583549252007
69.423;115220;3067.576745997811;3071.2676260847006;-11.02476051907678
69.523;115230;3066.895270277058;3070.165150032793;-8.94173051729391
69.623;115230;3066.895270277058;3069.2709769810635;-8.35989736824606
69.723;115250;3065.532462481113;3068.434987244239;-5.142047828681208
69.823;115220;3067.576745997811;3067.920782461371;-2.80427422253955
69.923;115240;3066.213842440662;3067.640355039117;-4.784700490538238
70.024;115250;3065.532462481113;3067.1571002895726;-3.1687344467561593
70.223;115270;3064.1698461624746;3066.526522134668;-7.3759524201527356
70.323;115280;3063.4886097883546;3065.788926892653;-7.22176946445354
70.423;115290;3062.8074212610204;3065.0667499462074;-6.178303106558256
70.523;115290;3062.8074212610204;3064.4489196355516;-4.488799957820974
70.623;115290;3062.8074212610204;3064.0000396397695;-3.4930859620569374
70.823;115330;3060.0831454693375;3063.301422447358;-8.8006188658748
70.923;115330;3060.0831454693375;3062.4213605607706;-7.252551875722941
71.024;115340;3059.4021960633004;3061.6888528213226;-7.256587798587998
71.123;115350;3058.721294459016;3060.9704506292624;-6.150485604362425
71.223;115350;3058.721294459016;3060.355402068826;-4.468589359453544
71.323;115350;3058.721294459016;3059.908543132881;-6.969919455281658
71.423;115390;3055.9981659094205;3059.2115511873526;-8.787242146477682
71.523;115390;3055.9981659094205;3058.332826972705;-6.384305123296509
71.623;115390;3055.9981659094205;3057.694396460375;-5.56913070087862
71.723;115400;3055.317503201432;3057.1374833902873;-4.976871815242986
71.823;115400;3055.317503201432;3056.639796208763;-3.6159090302132073
71.923;115400;3055.317503201432;3056.2782053057417;-3.5224830768615902
72.024;115410;3054.636888250227;3055.9224345149787;-4.4908618683757275
72.123;115420;3053.956321048315;3055.4778391900095;-3.2301741134235287
72.223;115410;3054.636888250227;3055.154821778667;-1.5170824830124514
72.623;115460;3051.2345295838963;3054.547988785462;-4.995553209712682
72.823;115470;3050.5542010161894;3053.5488781435197;-10.049382002643195
72.923;115490;3049.193686986509;3052.5439399432553;-9.070808951428974
73.024;115490;3049.193686986509;3051.627788239161;-7.662869450835308
73.123;115500;3048.5135015095834;3050.8691641635282;-6.441735542198696
73.223;115500;3048.5135015095834;3050.2249906093084;-5.610138635638896
73.323;115510;3047.833363714639;3049.6639767457445;-5.005948116867812
73.423;115510;3047.833363714639;3049.1633819340577;-2.452052564899555
73.723;115550;3045.1132892052965;3048.427766164588;-4.531842451360652
73.923;115550;3045.1132892052965;3047.5213976743157;-6.519953012144474
74.024;115550;3045.1132892052965;3046.862882420089;-2.5327932941511895
74.323;115580;3043.0737336182333;3046.105577225138;-2.763600960756671
74.623;115580;3043.0737336182333;3045.276496936911;-8.811693439461624
74.723;115610;3041.0346066316165;3044.395327592965;-11.048532187051652
74.823;115630;3039.6754266525113;3043.2904743742597;-8.956455844899356
74.923;115620;3040.354992845831;3042.3948287897697;-4.647171268568334
75.123;115660;3037.6370135528196;3041.465394536056;-2.379059038725621
75.524;115650;3038.3164370134496;3040.511391861527;-7.001247625013204
75.623;115660;3037.6370135528196;3039.8182683466507;-8.751315395939443
75.723;115690;3035.5990285172356;3038.943136807057;-9.144713990108878
75.823;115690;3035.5990285172356;3038.028665408046;-5.715251575492824
75.923;115680;3036.278309312154;3037.4571402504966;-5.030772644830148
76.024;115700;3034.9197952626732;3036.949032213369;-6.543173856992289
76.123;115710;3034.2406095410347;3036.3012580015265;-2.1878580860054075
76.423;115720;3033.561471344889;3035.644900575725;-4.705475791845335
76.623;115760;3030.8453936665837;3034.703805417356;-5.275557616401175
76.823;115760;3030.8453936665837;3033.6486938940757;-7.665833934515177
76.923;115760;3030.8453936665837;3032.882110500624;-4.595284274453721
77.024;115750;3031.5243418350756;3032.4179867889043;-5.281308954966713
77.123;115780;3029.487639787215;3031.8951372023625;-5.65529417122921
77.223;115770;3030.1664929864355;3031.3296077852397;-5.036934212421615
77.323;115790;3028.8088340615;3030.8259143639975;-4.587734314659038
77.423;115780;3029.487639787215;3030.3671409325316;-1.6665920433956434
77.623;115790;3028.8088340615;3030.0338225238525;-7.989461630791538
77.723;115840;3025.4155172758374;3029.2348763607733;-8.588661758504292
77.823;115820;3026.7727016511794;3028.376010184923;-6.240028026203995
77.923;115840;3025.4155172758374;3027.7520073823025;-5.407434343932584
78.024;115830;3026.094085745298;3027.2058565135653;-4.008099321662783
78.123;115840;3025.4155172758374;3026.8090546807207;-2.1979124593887622
78.423;115870;3023.3800964119073;3026.149680942904;-5.718363865817407
78.523;115850;3024.736996235391;3025.5778445563224;-5.082173294699281
78.623;115880;3022.7017176140557;3025.0696272268524;-8.330108861783193
78.723;115900;3021.3451022091185;3024.236616340674;-8.834405806692805
78.823;115910;3020.666865587233;3023.353175760005;-3.6546845215895187
79.024;115910;3020.666865587233;3022.6185841711654;-5.391030606129915
79.123;115910;3020.666865587233;3022.0848721411585;-5.732139270840306
79.223;115930;3019.3105344676387;3021.5116582140745;-6.946287408286875
79.323;115940;3018.632439955135;3020.817029473246;-6.9010085775874845
79.423;115950;3017.954392797644;3020.126928615487;-5.01387621774967
79.523;115940;3018.632439955135;3019.625540993712;-3.6427943023497016
79.623;115950;3017.954392797644;3019.261261563477;-3.573730289336002
79.723;115950;3017.954392797644;3018.9038885345435;-5.377334576164991
79.823;115980;3015.9205353813086;3018.366155076927;-3.7883364236619155
80.024;115990;3015.242677569955;3017.604699455771;-5.58818072685212
80.123;115980;3015.9205353813086;3017.0514695638126;-5.872909195250365
80.223;116010;3013.8871038940833;3016.4641786442876;-6.1205064307072305
80.323;116000;3014.5648670766727;3015.852128001217;-2.673353517528988
80.524;116020;3013.2093880148004;3015.3147839441936;-6.751444618441696
80.623;116030;3012.5317194314507;3014.646390926968;-5.782727212627252
80.723;116030;3012.5317194314507;3014.068118205705;-4.2013972478300845
80.823;116030;3012.5317194314507;3013.647978480922;-2.9013974828118267
81.024;116060;3010.4989973832376;3013.064797586877;-6.151513763556331
81.123;116050;3011.176524123042;3012.455797724285;-5.35095211781057
81.223;116070;3009.8215179098665;3011.920702512504;-3.3333108253622847
81.423;116080;3009.1440856955664;3011.2540403474313;-4.843584147365894
81.523;116070;3009.8215179098665;3010.7696819326948;-5.371365068858264
81.623;116100;3007.7893630146964;3010.232545425809;-2.87747477851115
81.823;116090;3008.466700732964;3009.6570504701067;-2.0802067660204773
82.024;116100;3007.7893630146964;3009.2389289101366;-6.8100047228330025
82.123;116130;3005.757633252274;3008.564738442576;-5.824331180688536
82.223;116110;3007.1120725334017;3007.9823053245073;-5.1574813149184795
82.323;116140;3005.0804844377203;3007.4665571930154;-5.599037221617868
82.423;116130;3005.757633252274;3006.9066534708536;-6.845122464906515
82.523;116170;3003.049321209846;3006.222141224363;-9.601912292863835
82.623;116180;3002.372361181305;3005.2619499950765;-6.050534224605488
82.723;116160;3003.7263284238643;3004.656896572616;-3.4703715410980447
82.823;116170;3003.049321209846;3004.309859418506;-1.595644580101953
82.923;116150;3004.403382830703;3004.150294960496;-2.0642599378793562
83.024;116180;3002.372361181305;3003.94180470677;-6.204812991392703
83.123;116200;3001.01858265124;3003.3275282206223;-6.31398418376229
83.223;116200;3001.01858265124;3002.696129802246;-3.6619081424762308
83.323;116190;3001.6954483308846;3002.3299389879985;-1.7929687006880812
83.523;116210;3000.3417641350247;3001.971345247861;-5.381552241560253
83.623;116220;2999.6649927748954;3001.433190023705;-6.685755961475859
83.723;116240;2998.3115914935156;3000.7646144275573;-6.707974502879023
83.823;116240;2998.3115914935156;3000.0938169772694;-3.948416748539448
83.923;116230;2998.9882685635034;2999.6989753024154;-2.840289788215221
84.024;116240;2998.3115914935156;2999.4121060338057;-3.0398376169787893
84.123;116240;2998.3115914935156;2999.111162109725;-2.4808674864517846
84.323;116270;2996.2818430585844;2998.6149886124344;-2.288707621759126
84.723;116300;2994.252518632165;2997.699505563731;-8.501217842877423
84.823;116290;2994.9289130078014;2996.849383779443;-6.176496302686629
84.923;116300;2994.252518632165;2996.2317341491744;-5.358725463500623
85.024;116300;2994.252518632165;2995.690502877361;-2.552151681901463
85.323;116340;2991.5474119570263;2994.9274095244723;-9.242855901410742
85.423;116340;2991.5474119570263;2994.003123934331;-6.715327892602927
85.523;116340;2991.5474119570263;2993.331591145071;-6.72791427200479
85.623;116360;2990.195141013363;2992.6587997178704;-5.812619495450566
85.723;116350;2990.871252958467;2992.0775377683253;-4.2231152625574975
85.823;116360;2990.195141013363;2991.6552262420696;-5.841397821586226
85.923;116380;2988.8430582542314;2991.071086459911;-5.11722666461803
86.024;116370;2989.5190761143904;2990.5542465667845;-3.792991540667612
86.123;116380;2988.8430582542314;2990.1787404042584;-3.6525226413461755
86.223;116380;2988.8430582542314;2989.813488140124;-4.502141477323931
86.323;116400;2987.491163621109;2989.3632739923914;-3.483798497898029
86.523;116420;2986.1394570555076;2988.666514292812;-6.910426836984109
86.623;116420;2986.1394570555076;2987.9754716091134;-4.096665470765634
86.723;116410;2986.8152868335237;2987.565805062037;-4.824315926657893
86.823;116440;2984.7879384989583;2987.083373469371;-5.353113449604733
86.923;116430;2985.463674279752;2986.5480621244105;-2.0211389497391146
87.024;116420;2986.1394570555076;2986.343927090487;-1.222867823329562
87.523;116480;2982.0854651792965;2985.7337160466454;-4.064507119937786
87.723;116460;2983.436607893021;2984.920814622658;-7.753218087209902
87.823;116500;2980.7345102993995;2984.145492813937;-8.404046886707158
87.923;116490;2981.409964263766;2983.305088125266;-2.343124317503702
88.223;116510;2980.059103278899;2982.602150830015;-10.647413814527377
88.323;116550;2977.357944489792;2981.5374094485624;-8.659210255699861
88.423;116520;2979.3837431949796;2980.6714884229923;-5.368065671105192
88.523;116540;2978.03316380771;2980.134681855882;-6.669976966636
88.623;116550;2977.357944489792;2979.467684159218;-4.84602192707853
88.723;116540;2978.03316380771;2978.9830819665103;-4.443995724336926
88.823;116560;2976.6827720792994;2978.5386823940767;-5.0751254292749985
88.923;116560;2976.6827720792994;2978.031169851149;-6.3924493576973775
89.024;116590;2974.6575362195913;2977.3855324660217;-9.399638386235132
89.123;116610;2973.3076133834625;2976.4549682657844;-6.760944665116242
89.223;116590;2974.6575362195913;2975.778873799273;-3.9892796563938187
89.323;116600;2973.9825513660116;2975.3799458336334;-2.898381326476491
89.423;116590;2974.6575362195913;2975.0901077009858;-1.0528986480312448
89.623;116600;2973.9825513660116;2974.8795279713795;-5.169465195622569
89.724;116630;2971.9578780023835;2974.3574119866216;-7.559946410499787
89.823;116640;2971.283080589305;2973.6089772919822;-4.470287446646091
89.924;116620;2972.632722264679;2973.157478259871;-4.2029104088580995
90.024;116650;2970.6083300181754;2972.737187218985;-5.880322306773852
90.123;116650;2970.6083300181754;2972.1550353106145;-4.229581191907768
90.223;116650;2970.6083300181754;2971.7320771914237;-3.995484502143199
90.323;116660;2969.93362628173;2971.3325287412094;-3.8254033013614768
90.423;116660;2969.93362628173;2970.9499884110733;-2.773237868707344
